Title,Alternative Title,Description,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
,Map of the coal fields of Pennsylvania,,English,"Sisler, James D",Topographic and Geologic Survey (Harrisburg),,Coal|Coal Mines and Mining,1929,,,,"-80.5,40.0,-75.0,42.0",https://umedia.lib.umn.edu/item/p16022coll230:1389,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1389/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1389,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1389/manifest.json,UMN_ALMA:9962991940001701,p16022coll230:1389,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,Map of the country about Boston,,English,Appalachian Mountain Club,"Published by the Appalachian Mountain Club from the proofs of the State map with the permission of the director of the United States Geological Survey and the commissioners of the Topographic Survey of Massachusetts (Boston,  Mass)",,,1890,,,,"-71.4167,42.2,-70.8333,42.5",https://umedia.lib.umn.edu/item/p16022coll205:529,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/529/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/529,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/529/manifest.json,UMN_ALMA:9956435510001701,p16022coll205:529,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Map of the country ... of Boston, 1896",,English,Appalachian Mountain Club,Appalachian Mountain Club (Boston),,,1896,,,,"-71.4,42.0,-70.5833,42.6167",https://umedia.lib.umn.edu/item/p16022coll205:560,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/560/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/560,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/560/manifest.json,UMN_ALMA:9956461860001701,p16022coll205:560,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Map of the region between Gettysburg, Pa. and Appomattox Court House, Va. exhibiting the connection between the campaign and battle-field maps",,English,"Michler, N. (Nathaniel), 1827-1881","War Department,  Office of the Chief of Engineers (Washington,  D.C)",,,1869,,,,"-79.0,37.0,-77.1333,40.0",https://umedia.lib.umn.edu/item/p16022coll205:523,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/523/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/523,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/523/manifest.json,UMN_ALMA:9931942930001701,p16022coll205:523,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,Map of Worcester district,,English,George H. Walker & Company,"(Boston, )",,Roads,1897,,,,"-71.8839,42.21,-71.7311,42.3411",https://umedia.lib.umn.edu/item/p16022coll205:543,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/543/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/543,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/543/manifest.json,UMN_ALMA:9954282360001701,p16022coll205:543,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,Massachusetts atlas,,English,George H. Walker & Company,"(Boston, )",,,1891,,,,"-73.5,41.1833,-69.85,42.8833",https://umedia.lib.umn.edu/item/p16022coll230:1399,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1399/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1399,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1399/manifest.json,UMN_ALMA:9956434220001701,p16022coll230:1399,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"New map of Boston : giving all points of interest, with every railway & steamboat terminus, prominent hotels, theatres & public buildings. Map of Boston and suburbs : showing parks and automobile routes",,English,George H. Walker & Company,"The Company (Boston [Mass), 1904",,,1904,,,,"-71.0792,42.35,-71.0292,42.3903",https://umedia.lib.umn.edu/item/p16022coll205:563,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/563/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/563,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/563/manifest.json,UMN_ALMA:9975626401901701,p16022coll205:563,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"New map of New York City : From the latest surveys showing all the ferries and steamship docks, elevated, subways electric and cross town car lines",,English,,,,,1890?,,,,"-74.0556,40.6806,-73.925,40.7833",https://umedia.lib.umn.edu/item/p16022coll205:535,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/535/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/535,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/535/manifest.json,UMN_ALMA:9974041005301701,p16022coll205:535,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Old Boston, compiled from the Book of possessions",,English,"Lamb, George",Trustees of the Boston Public Library (Boston),,Real Property,1881,,,,"-71.0872,42.3419,-71.0222,42.3811",https://umedia.lib.umn.edu/item/p16022coll205:583,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/583/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/583,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/583/manifest.json,UMN_ALMA:9939516880001701,p16022coll205:583,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,Plan of the town of Waterford,,English,"Ellicott, Andrew, 1754-1820",,,,1795,,,,"-80.0,41.95,-80.0,41.95",https://umedia.lib.umn.edu/item/p16022coll205:566,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/566/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/566,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/566/manifest.json,UMN_ALMA:9951370520001701,p16022coll205:566,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,State of New York,,English,Geological Survey (U.S.),"The Survey (Washington,  D.C)",,Railroads,1913,,,,"-79.0,42.0,-72.0,45.0",https://umedia.lib.umn.edu/item/p16022coll230:1416,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1416/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1416,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1416/manifest.json,UMN_ALMA:9957678030001701,p16022coll230:1416,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"The Federal Aid Highway System, progress map",,English,United States. Bureau of Public Roads,"U.S. Geological Survey (Washington,  D.C)",,Federal Aid Highway System|Roads,1927,,,,"-80.0,40.0,-75.0,42.0",https://umedia.lib.umn.edu/item/p16022coll230:1410,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1410/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1410,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1410/manifest.json,UMN_ALMA:9949985000001701,p16022coll230:1410,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,The federal aid highway system progress map : [New York],,English,United States. Bureau of Public Roads,"Bureau of Public Roads (Washington,  D.C.?)",,Federal Highway Program (u.s.)|Transportation|Federal Aid to Transportation|Roads,1926,,,,"-80.0,41.0,-72.0,45.0",https://umedia.lib.umn.edu/item/p16022coll230:1437,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1437/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1437,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1437/manifest.json,UMN_ALMA:9949956690001701,p16022coll230:1437,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,The Historic Hudson : river of picturesque charm,,English,Rand McNally and Company,Hudson River Day Line (New York),,Hudson River Day Line|Hudson River Day Line,19291930?,,,,"-74.2167,40.6833,-73.55,44.1",https://umedia.lib.umn.edu/item/p16022coll230:1407,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1407/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1407,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1407/manifest.json,UMN_ALMA:9975759308601701,p16022coll230:1407,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"The Hudson by daylight : map from New York Bay to the head of tide water : containing names of steams islands and heights of mountains according to the latest coast survey : also, the names of prominent residences, historic land marks, the old reaches of the Hudson and old Indian names",,English,,"Bryant Union (Brooklyn,  N.Y), 1894",,Rivers|Rivers,1894,,,,"-79.75,38.7667,-71.5333,45.0",https://umedia.lib.umn.edu/item/p16022coll230:1404,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1404/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1404,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1404/manifest.json,UMN_ALMA:9962730960001701,p16022coll230:1404,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"The Price & Lee Co's. map of the city of New Haven, Connecticut",,English,"Hill, A. B","Price & Lee Co (New Haven), 1926",,,1926,,,,"-72.9978,41.2464,-72.8603,41.3503",https://umedia.lib.umn.edu/item/p16022coll205:572,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/572/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/572,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/572/manifest.json,UMN_ALMA:9912658130001701,p16022coll205:572,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Topographical map (in 10 foot contour lines) of the South Mountains in Adams, Franklin, Cumberland and York Counties",,English,"Lehman, Ambrose E. (Ambrose Edwin), 1851-1917","Geological Survey of Pennsylvania (Harrisburg,  Pa)",,Geology|Iron Mines and Mining,1875 - 1885,,,,"-77.6,39.7,-77.15,40.1",https://umedia.lib.umn.edu/item/p16022coll230:1420,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1420/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1420,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1420/manifest.json,UMN_ALMA:9975252999301701,p16022coll230:1420,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Topographic map of the Plattsburg Training Camp, New York",,English,Geological Survey (U.S.),"U.S. Geological Survey (Washington,  D.C)",,,1917,,,,"-73.5833,44.5667,-73.4167,44.8333",https://umedia.lib.umn.edu/item/p16022coll205:517,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/517/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/517,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/517/manifest.json,UMN_ALMA:9942870760001701,p16022coll205:517,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Topography, Massachusetts, Boston and vicinity",,English,Geological Survey (U.S.),"U.S. Geological Survey (Washington,  D.C)",,,1903,,,,"-71.25,42.25,-70.75,42.5",https://umedia.lib.umn.edu/item/p16022coll205:526,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/526/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/526,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/526/manifest.json,UMN_ALMA:9973355269801701,p16022coll205:526,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Topography, Massachusetts, Boston and vicinity",,English,Geological Survey (U.S.),"U.S. Geological Survey (Washington,  D.C)",,,1903,,,,"-71.25,42.25,-70.75,42.5",https://umedia.lib.umn.edu/item/p16022coll205:538,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/538/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/538,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/538/manifest.json,UMN_ALMA:9973981907901701,p16022coll205:538,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,Tourist map of Pennsylvania state highways 1929,,English,Pennsylvania. Department of Highways,"Department of Highways (Harrisburg,  Pa)",,Roads,1929,,,,"-80.5167,39.7167,-74.6833,42.2667",https://umedia.lib.umn.edu/item/p16022coll230:1428,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1428/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1428,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1428/manifest.json,UMN_ALMA:9974756589401701,p16022coll230:1428,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Albany and vicinity, New York",,English,Geological Survey (U.S.),U.S. Geological Survey (Washington),,,1902,,,,"-74.0,42.5,-73.5,43.0",https://umedia.lib.umn.edu/item/p16022coll205:484,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/484/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/484,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/484/manifest.json,UMN_ALMA:9974047906501701,p16022coll205:484,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Albany and vicinity, New York",,English,Geological Survey (U.S.),"U.S. Geological Survey (Washington,  D.C)",,,1897,,,,"-74.0,42.5,-73.5,43.0",https://umedia.lib.umn.edu/item/p16022coll205:498,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/498/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/498,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/498/manifest.json,UMN_ALMA:9974056009601701,p16022coll205:498,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"A map of Concord, the old Musketaquid Plantation",,English,"Bodley, H. (Helen)","Houghton,  Mifflin (Boston)",,,1928,,,,"-71.4333,42.4167,-71.3,42.5",https://umedia.lib.umn.edu/item/p16022coll205:485,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/485/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/485,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/485/manifest.json,UMN_ALMA:9973977704201701,p16022coll205:485,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,A map of the history of New York state,,English,"Flick, Alexander Clarence, 1869-1942","R.R. Bowker Co (New York), 1928",,,1928,,,,"-80.0,41.0,-73.0,45.0",https://umedia.lib.umn.edu/item/p16022coll230:1347,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1347/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1347,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1347/manifest.json,UMN_ALMA:9929706040001701,p16022coll230:1347,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,A map of the State of Rhode Island : taken mainly from surveys by Caleb Harris,,English,"Harris, Harding",Carter & Wilkinson (Providence),,,1795,,,,"-71.9,41.0833,-71.0833,42.0167",https://umedia.lib.umn.edu/item/p16022coll230:1327,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1327/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1327,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1327/manifest.json,UMN_ALMA:9956453510001701,p16022coll230:1327,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,A plan of the city of New York in the yeare [sic] 1664 : compiled from olde maps & documents showing land grants,,English,"Bittner, Franklin",Franklin Bittner (New York),,,1927,,,,"-74.0192,40.7,-73.9736,40.7297",https://umedia.lib.umn.edu/item/p16022coll205:480,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/480/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/480,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/480/manifest.json,UMN_ALMA:9928701060001701,p16022coll205:480,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,A plan of the north half of the township of Woodstock [Conn.],,English,"Child, Nathaniel","Priv. Print. by the Plimpton Press (Norwood,  Mass)",,Real Property|Maps|Landowners|Maps,1926 - 1943,,,,"-71.9739,41.9483,-71.9739,41.9483",https://umedia.lib.umn.edu/item/p16022coll205:486,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/486/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/486,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/486/manifest.json,UMN_ALMA:9917320590001701,p16022coll205:486,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,Balloon view - Cape Ann to Boston,,English,"Daniels, John H",Published by J.H. Daniels : (Boston),,,1879,,,,"-71.0867,42.3389,-70.5517,42.8247",https://umedia.lib.umn.edu/item/p16022coll230:1378,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1378/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1378,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1378/manifest.json,UMN_ALMA:9956460940001701,p16022coll230:1378,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Balloon view, Provincetown to Boston",,English,"Rogers, F. Kimball",,,Coasts,1879,,,,"-71.1833,41.3833,-69.7833,42.6",https://umedia.lib.umn.edu/item/p16022coll230:1336,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1336/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1336,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1336/manifest.json,UMN_ALMA:9975244296701701,p16022coll230:1336,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Boston Harbor, Massachusetts",,English,United States Coast Survey,"United States Coast Survey (Washington,  D.C)",,Nautical Charts|Nautical Charts|Harbors,1881,,,,"-73.5,41.1833,-69.85,42.8833",https://umedia.lib.umn.edu/item/p16022coll230:1346,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1346/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1346,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1346/manifest.json,UMN_ALMA:9914745140001701,p16022coll230:1346,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,Canal map of the state of New York : to accompany the annual report of the State Engineer and Surveyor,,English,New York (State). State Engineer and Surveyor,"State Engineer and Surveyor (Albany,  N.Y)",,Canals|Nautical Charts,1919,,,,"-79.75,40.4833,-73.5,45.0",https://umedia.lib.umn.edu/item/p16022coll230:1359,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1359/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1359,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1359/manifest.json,UMN_ALMA:9973984909301701,p16022coll230:1359,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,Charles River,,English,,State Board of Health of Massachusetts (Boston),,,1876,,,,"-71.55,42.0,-71.0667,42.4",https://umedia.lib.umn.edu/item/p16022coll230:1360,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1360/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1360,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1360/manifest.json,UMN_ALMA:9974818901101701,p16022coll230:1360,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
