Publisher,Date,Title,Description,Metadata File,HTML,Download,Information,ID,Bounding Box,Resource Type,Resource Class
"Allegheny County - Hydrology Areas
Rivers, Lakes, Ponds, Reservoirs, Hidden Lakes, Reservoirs or Ponds: If greater than 25 feet and less than 30 feet wide, is captured as a double line stream. If greater than 30 feet wide it is captured as a river.  Lakes are large standing bodies of water greater than 5 acres in size. Ponds are large standing bodies of water greater than 1 acre and less than 5 acres in size. Reservoirs are man made embankments of water.  Included in this definition are both covered and uncovered water tanks.

Metadata
 | 
Download
 | 
Preview
 | 
KMZ
 | 
Spreadsheet
 | 
GeoJSON
 | 
Add to ArcMap:
Image
 or 
Feature
 | 
Add to ArcGIS Pro
 | More Options...",2016,Allegheny County - Hydrology Areas,"Rivers, Lakes, Ponds, Reservoirs, Hidden Lakes, Reservoirs or Ponds: If greater than 25 feet and less than 30 feet wide, is captured as a double line stream. If greater than 30 feet wide it is captured as a river.  Lakes are large standing bodies of water greater than 5 acres in size. Ponds are large standing bodies of water greater than 1 acre and less than 5 acres in size. Reservoirs are man made embankments of water.  Included in this definition are both covered and uncovered water tanks.",FullMetadataDisplay.aspx?file=AlleghenyCounty_HydrologyAreas2016.xml,https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=AlleghenyCounty_HydrologyAreas2016.xml,https://www.pasda.psu.edu/download/alleghenycounty/AlleghenyCounty_HydrologyAreas2016.zip,https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1204,pasda-1204,"-80.371182,40.183784,-79.673615,40.686053",unspecified data,Datasets
"Allegheny County - Hydrology Lines
Rivers, Lakes, Ponds, Reservoirs, Hidden Lakes, Reservoirs or Ponds: If greater than 25 feet and less than 30 feet wide, is captured as a double line stream. If greater than 30 feet wide it is captured as a river.  Lakes are large standing bodies of water greater than 5 acres in size. Ponds are large standing bodies of water greater than 1 acre and less than 5 acres in size. Reservoirs are man made embankments of water.  Included in this definition are both covered and uncovered water tanks.

Metadata
 | 
Download
 | 
Preview
 | 
KMZ
 | 
Spreadsheet
 | 
GeoJSON
 | 
Add to ArcMap:
Image
 or 
Feature
 | 
Add to ArcGIS Pro
 | More Options...",2016,Allegheny County - Hydrology Lines,"Rivers, Lakes, Ponds, Reservoirs, Hidden Lakes, Reservoirs or Ponds: If greater than 25 feet and less than 30 feet wide, is captured as a double line stream. If greater than 30 feet wide it is captured as a river.  Lakes are large standing bodies of water greater than 5 acres in size. Ponds are large standing bodies of water greater than 1 acre and less than 5 acres in size. Reservoirs are man made embankments of water.  Included in this definition are both covered and uncovered water tanks.",FullMetadataDisplay.aspx?file=AlleghenyCounty_HydrologyLines2016.xml,https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=AlleghenyCounty_HydrologyLines2016.xml,https://www.pasda.psu.edu/download/alleghenycounty/AlleghenyCounty_HydrologyLines2016.zip,https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1205,pasda-1205,"-80.373285,40.180706,-79.670683,40.686265",unspecified data,Datasets
"Allegheny County - Index
Derived from original MAPINDX: Map Index Sheets from Block and Lot Grid of Property Assessment and based on aerial photography, showing 1983 datum with solid line and NAD 27 with 5"" grid tics and italicized grid coordinate markers and outlines of map sheet boundaries.  Each grid square is 3500 x 4500 feet. Each Index Sheet contains 16 lot/block sheets, labeled from left to right, top to bottom (4 across, 4 down): A, B, C, D, E, F, G, H, J, K, L, M, N, P, R, S. The first (4) numeric characters in  a parcelID indicate the Index sheet in which the parcel can be found, the alpha character identifies the block in which most (or all) of the property lies.

Metadata
 | 
Download
 | 
Preview
 | 
KMZ
 | 
Spreadsheet
 | 
GeoJSON
 | 
Add to ArcMap:
Image
 or 
Feature
 | 
Add to ArcGIS Pro
 | More Options...",2000,Allegheny County - Index,"Derived from original MAPINDX: Map Index Sheets from Block and Lot Grid of Property Assessment and based on aerial photography, showing 1983 datum with solid line and NAD 27 with 5"" grid tics and italicized grid coordinate markers and outlines of map sheet boundaries.  Each grid square is 3500 x 4500 feet. Each Index Sheet contains 16 lot/block sheets, labeled from left to right, top to bottom (4 across, 4 down): A, B, C, D, E, F, G, H, J, K, L, M, N, P, R, S. The first (4) numeric characters in  a parcelID indicate the Index sheet in which the parcel can be found, the alpha character identifies the block in which most (or all) of the property lies.",FullMetadataDisplay.aspx?file=AlleghenyCounty_Index2000.xml,https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=AlleghenyCounty_Index2000.xml,https://www.pasda.psu.edu/download/alleghenycounty/AlleghenyCounty_Index2000.zip,https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1206,pasda-1206,"-80.374588,40.180013,-79.669315,40.685169",unspecified data,Datasets
"Allegheny County - Library
Data was created to portray the Libraries in Allegheny County.

Metadata
 | 
Download
 | 
Preview
 | 
KMZ
 | 
Spreadsheet
 | 
GeoJSON
 | 
Add to ArcMap:
Image
 or 
Feature
 | 
Add to ArcGIS Pro
 | More Options...",2002,Allegheny County - Library,Data was created to portray the Libraries in Allegheny County.,FullMetadataDisplay.aspx?file=AlleghenyCounty_Library2002.xml,https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=AlleghenyCounty_Library2002.xml,https://www.pasda.psu.edu/download/alleghenycounty/AlleghenyCounty_Library2002.zip,https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1210,pasda-1210,"-80.52,39.72,-74.69,42.51",unspecified data,Datasets
"Allegheny County - Municipal boundaries
Data was created to portray the boundaries of the 130 Municipalities in Allegheny County the attribute table includes additional descriptive informations including Council of Government (COG) affiliation, School District, Congressional District, FIPS Code, County Municipal Code and County Council District.

Metadata
 | 
Download
 | 
Preview
 | 
KMZ
 | 
Spreadsheet
 | 
GeoJSON
 | 
Add to ArcMap:
Image
 or 
Feature
 | 
Add to ArcGIS Pro
 | More Options...",2023,Allegheny County - Municipal boundaries,"Data was created to portray the boundaries of the 130 Municipalities in Allegheny County the attribute table includes additional descriptive informations including Council of Government (COG) affiliation, School District, Congressional District, FIPS Code, County Municipal Code and County Council District.",FullMetadataDisplay.aspx?file=AlleghenyCounty_Munibnd202307.xml,https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=AlleghenyCounty_Munibnd202307.xml,https://www.pasda.psu.edu/download/alleghenycounty/AlleghenyCounty_Munibnd202307.zip,https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1211,pasda-1211,"-80.368334,40.184912,-79.676165,40.682344",unspecified data,Datasets
"Allegheny County - NHI (Natural Heritage Inventory)
The Allegheny County Natural Heritage Inventory identifies and maps Allegheny County's most significant natural areas.  The NHI study (Natural Heritage Inventory) investigated plant and animal species and communities that are unique or uncommon in Allegheny County; it also explored areas important for general wildlife habitat, education and scientific study.
The inventory does not confer protection on any of the areas listed here.

Metadata
 | 
Download
 | 
Preview
 | 
KMZ
 | 
Spreadsheet
 | 
GeoJSON
 | 
Add to ArcMap:
Image
 or 
Feature
 | 
Add to ArcGIS Pro
 | More Options...",2000,Allegheny County - NHI (Natural Heritage Inventory),"The Allegheny County Natural Heritage Inventory identifies and maps Allegheny County's most significant natural areas.  The NHI study (Natural Heritage Inventory) investigated plant and animal species and communities that are unique or uncommon in Allegheny County; it also explored areas important for general wildlife habitat, education and scientific study.
The inventory does not confer protection on any of the areas listed here.",FullMetadataDisplay.aspx?file=AlleghenyCounty_NHI2000.xml,https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=AlleghenyCounty_NHI2000.xml,https://www.pasda.psu.edu/download/alleghenycounty/AlleghenyCounty_NHI2000.zip,https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1212,pasda-1212,"-89.875,30.375,-89.75,30.5",unspecified data,Datasets
"Allegheny County - NWI (National Wetlands Inventory)
NWI (National Wetlands Inventory) digital data files are records of wetlands location and classification as defined by the U.S. Fish & Wildlife Service.  This dataset is one of a series available in 7.5 minute by 7.5 minute blocks containing ground planimetric coordinates of wetlands point, line, and area features and wetlands attributes.  When completed, the series will provide coverage for all of the contiguous United States, Hawaii, Alaska, and U.S. protectorates in the Pacific and Caribbean.  The digital data as well as the hardcopy maps that were used as the source for the digital data are produced and distributed by the U.S. Fish & Wildlife Service's National Wetlands Inventory project.  This data set is derived from the national coverage and only includes the area within the boundary of Allegheny County.

Metadata
 | 
Download
 | 
Preview
 | 
KMZ
 | 
Spreadsheet
 | 
GeoJSON
 | 
Add to ArcMap:
Image
 or 
Feature
 | 
Add to ArcGIS Pro
 | More Options...",2000,Allegheny County - NWI (National Wetlands Inventory),"NWI (National Wetlands Inventory) digital data files are records of wetlands location and classification as defined by the U.S. Fish & Wildlife Service.  This dataset is one of a series available in 7.5 minute by 7.5 minute blocks containing ground planimetric coordinates of wetlands point, line, and area features and wetlands attributes.  When completed, the series will provide coverage for all of the contiguous United States, Hawaii, Alaska, and U.S. protectorates in the Pacific and Caribbean.  The digital data as well as the hardcopy maps that were used as the source for the digital data are produced and distributed by the U.S. Fish & Wildlife Service's National Wetlands Inventory project.  This data set is derived from the national coverage and only includes the area within the boundary of Allegheny County.",FullMetadataDisplay.aspx?file=AlleghenyCounty_NWI2000.xml,https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=AlleghenyCounty_NWI2000.xml,https://www.pasda.psu.edu/download/alleghenycounty/AlleghenyCounty_NWI2000.zip,https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1213,pasda-1213,"-89.875,30.375,-89.75,30.5",unspecified data,Datasets
"Allegheny County - Parcels
Boundary outlines of individual properties in Allegheny County.

Metadata
 | 
Download
 | 
Preview
 | 
KMZ
 | 
GeoJSON
 | 
Add to ArcMap:
Image
 or 
Feature
 | 
Add to ArcGIS Pro
 | More Options...",2023,Allegheny County - Parcels,Boundary outlines of individual properties in Allegheny County.,FullMetadataDisplay.aspx?file=AlleghenyCounty_Parcels202307.xml,https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=AlleghenyCounty_Parcels202307.xml,https://www.pasda.psu.edu/download/alleghenycounty/AlleghenyCounty_Parcels202307.zip,https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1214,pasda-1214,"-80.374573,40.121793,-79.653515,40.701059",unspecified data,Datasets
"Allegheny County - Parking
Paved and unpaved parking lots that accommodate more than ten (10) cars.

Metadata
 | 
Download
 | 
Preview
 | 
KMZ
 | 
Spreadsheet
 | 
GeoJSON
 | 
Add to ArcMap:
Image
 or 
Feature
 | 
Add to ArcGIS Pro
 | More Options...",2000,Allegheny County - Parking,Paved and unpaved parking lots that accommodate more than ten (10) cars.,FullMetadataDisplay.aspx?file=AlleghenyCounty_Parking2000.xml,https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=AlleghenyCounty_Parking2000.xml,https://www.pasda.psu.edu/download/alleghenycounty/AlleghenyCounty_Parking2000.zip,https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1215,pasda-1215,"-80.341891,40.186777,-79.680831,40.681602",unspecified data,Datasets
"Allegheny County - Parks
Was derived from the data included in original file CULTUREF. Delineates the area following a generalized line along the outside edge of all parks in Allegheny County

Metadata
 | 
Download
 | 
Preview
 | 
KMZ
 | 
Spreadsheet
 | 
GeoJSON
 | 
Add to ArcMap:
Image
 or 
Feature
 | 
Add to ArcGIS Pro
 | More Options...",2023,Allegheny County - Parks,Was derived from the data included in original file CULTUREF. Delineates the area following a generalized line along the outside edge of all parks in Allegheny County,FullMetadataDisplay.aspx?file=AlleghenyCounty_Parks202307.xml,https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=AlleghenyCounty_Parks202307.xml,https://www.pasda.psu.edu/download/alleghenycounty/AlleghenyCounty_Parks202307.zip,https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1216,pasda-1216,"-80.315632,40.187227,-79.680262,40.669904",unspecified data,Datasets
"Allegheny County - Pools
Data was created to portray in-ground community pools, does not include residential pools.

Metadata
 | 
Download
 | 
Preview
 | 
KMZ
 | 
Spreadsheet
 | 
GeoJSON
 | 
Add to ArcMap:
Image
 or 
Feature
 | 
Add to ArcGIS Pro
 | More Options...",2000,Allegheny County - Pools,"Data was created to portray in-ground community pools, does not include residential pools.",FullMetadataDisplay.aspx?file=AlleghenyCounty_Pools2000.xml,https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=AlleghenyCounty_Pools2000.xml,https://www.pasda.psu.edu/download/alleghenycounty/AlleghenyCounty_Pools2000.zip,https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=1217,pasda-1217,"-80.52,39.72,-74.69,42.51",unspecified data,Datasets
