Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Resource Type,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Format,Information,Download,ID,Identifier,Provider,Code,Member Of,Is Part Of,Rights,Accrual Method,Date Accessioned,Access Rights
BPTC GTFS Feed [Indiana--Bloomington],BPTC GTFS Feed,,eng,data.bloomington.in.gov,Indiana--Bloomington,Datasets,Vector data,2022-07-05,Continually updated resource,,Indiana--Bloomington|Indiana,"-86.592,39.121,-86.471,39.221",Shapefile,https://data.bloomington.in.gov/d/gief-ttiy,https://data.bloomington.in.gov/download/gief-ttiy/application/zip,gief-ttiy,https://data.bloomington.in.gov/api/views/gief-ttiy,"City of Bloomington, Indiana Open Data Portal",01c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,01c-01,,Socrata,2024-05-28,Public
Boundaries - State Congressional Districts (Senate) [Illinois--Chicago],Boundaries - State Congressional Districts (Senate),"State of Illinois Senate Congressional district boundaries in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/3zsw-bmta,https://data.cityofchicago.org/download/3zsw-bmta/application/zip,3zsw-bmta,https://data.cityofchicago.org/api/views/3zsw-bmta,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Police Districts [Illinois--Chicago],Boundaries - Police Districts,"Police district boundaries in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/4dt9-88ua,https://data.cityofchicago.org/download/4dt9-88ua/application/zip,4dt9-88ua,https://data.cityofchicago.org/api/views/4dt9-88ua,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Curb Lines [Illinois--Chicago],Boundaries - Curb Lines,"Curb lines for the city of Chicago. Curb lines mark the points where curbs meet the edge of the street pavement. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/5gv8-ktcg,https://data.cityofchicago.org/download/5gv8-ktcg/application/zip,5gv8-ktcg,https://data.cityofchicago.org/api/views/5gv8-ktcg,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Census Tracts - [Illinois--Chicago] {2010},Boundaries - Census Tracts - 2010,"Census tract boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2013-05-23,2010,2010-2010,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/5jrd-6zik,https://data.cityofchicago.org/api/geospatial/5jrd-6zik?method=export&format=Original,5jrd-6zik,https://data.cityofchicago.org/api/views/5jrd-6zik,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Parks - Shapefiles (deprecated November ) [Illinois--Chicago] {2016},Parks - Shapefiles (deprecated November 2016),"Parks managed by the Chicago Park District. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-07-19,2016,2016-2016,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/5msb-wbxn,https://data.cityofchicago.org/download/5msb-wbxn/application/zip,5msb-wbxn,https://data.cityofchicago.org/api/views/5msb-wbxn,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Cook County - Public Schools [Illinois--Chicago],Cook County - Public Schools,"Public schools located in Cook County. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-22,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/5ngg-ve6h,https://data.cityofchicago.org/download/5ngg-ve6h/application/zip,5ngg-ve6h,https://data.cityofchicago.org/api/views/5ngg-ve6h,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
2003 Ward Dataset CSVs - Crimes -  to present [Illinois--Chicago] {2001},2003 Ward Dataset CSVs - Crimes - 2001 to present,"As discussed in http://bit.ly/wardpost, the City of Chicago changed to a new ward map on 5/18/2015, affecting some datasets. This ZIP file contains a CSV export from 5/15/2015 of the ""Crimes - 2001 to present"" dataset. Due to size limitations, this file had to be separated from the CSV exports of the other datasets, which are at https://data.cityofchicago.org/d/q6z8-94kn. This CSV file contains a close-to-final version of the crimes dataset with the previous (""2003"") ward values.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2015-06-11,2001,2001-2001,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/5wdx-rdkp,https://data.cityofchicago.org/download/5wdx-rdkp/application/zip,5wdx-rdkp,https://data.cityofchicago.org/api/views/5wdx-rdkp,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Planning Districts - Historical [Illinois--Chicago],Boundaries - Planning Districts - Historical,"Planning district boundaries in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/5xt8-wz7f,https://data.cityofchicago.org/download/5xt8-wz7f/application/zip,5xt8-wz7f,https://data.cityofchicago.org/api/views/5xt8-wz7f,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Parks - Chicago Park District Facilities (current) [Illinois--Chicago],Parks - Chicago Park District Facilities (current),"Facilities managed & maintained by the Chicago Park District as of November 4, 2016.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2015-03-19,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/5yyk-qt9y,https://data.cityofchicago.org/api/geospatial/5yyk-qt9y?method=export&format=Original,5yyk-qt9y,https://data.cityofchicago.org/api/views/5yyk-qt9y,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Cook County - Fishing Lakes [Illinois--Chicago],Cook County - Fishing Lakes,"Fishing lakes in Cook County with contours. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-22,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/6cqn-9xd5,https://data.cityofchicago.org/download/6cqn-9xd5/application/zip,6cqn-9xd5,https://data.cityofchicago.org/api/views/6cqn-9xd5,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Ward Precincts () - KML [Illinois--Chicago] {2011},Boundaries - Ward Precincts (2011) - KML,"Ward precincts, which function as local election districts, in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-08-01,2011,2011-2011,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/6evd-yiph,https://data.cityofchicago.org/download/6evd-yiph/application/zip,6evd-yiph,https://data.cityofchicago.org/api/views/6evd-yiph,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Green Roofs - Shapefile [Illinois--Chicago],Green Roofs - Shapefile,"This map and corresponding dataset provide the location, satellite images and square footage of existing green roofs within the City of Chicago. This dataset is in ESRI shapefile format. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. This information is derived from an analysis of high-spatial resolution (50cm), pan-sharpened, ortho-rectified, 8-band multi-spectral satellite images collected by Digital Globe's Worldview-2 satellite. The City supplied the consultant with a 2009 City boundary shapefile to determine the required extent of the imagery. Acquisition of three different strips of imagery corresponding to the satellite's paths was required. These strips of imagery spanned three consecutive months and were collected in August 2010 (90% coverage), September 2010 (5% coverage) and October 2010 (5% coverage). The results of the analysis include overall count of vegetated roofs, their total square footage, and the ratio of required to elective vegetated roofs. A total of 359 vegetated roofs were identified within the City of Chicago. The total square footage of these vegetated roofs was calculated to be approximately 5,469,463 square feet. The ratio of required vegetated roofs to elective vegetative roofs was 297:62 (~5:1). The median size of the vegetated roofs was calculated to be 5,234 square feet.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-10-04,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/6mep-ry2s,https://data.cityofchicago.org/download/6mep-ry2s/application/zip,6mep-ry2s,https://data.cityofchicago.org/api/views/6mep-ry2s,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Building Footprints (Deprecated December ) [Illinois--Chicago] {2013},Building Footprints (Deprecated December 2013),"OUTDATED. See the current data at https://data.cityofchicago.org/d/hz9b-7nh8 -- Building footprints in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required. Metadata may be viewed and downloaded at http://bit.ly/HZVDIY.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2013-01-06,2013,2013-2013,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/6mpq-sfwi,https://data.cityofchicago.org/api/geospatial/6mpq-sfwi?method=export&format=Original,6mpq-sfwi,https://data.cityofchicago.org/api/views/6mpq-sfwi,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Ward Offices - Shapefiles (Deprecated May ) [Illinois--Chicago] {2015},Ward Offices - Shapefiles (Deprecated May 2015),"OUTDATED. See the current data at https://data.cityofchicago.org/d/fwns-qqic -- To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the ""Download"" link above and choose ""Save link as."" This version of the data was posted 8/8/2012 and stayed live until 7/16/2015, when it was replaced with the list of aldermen inaugurated 5/18/2015, after allowing time for most office space arrangements to be finalized.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-08-01,2015,2015-2015,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/6pkd-zfe4,https://data.cityofchicago.org/download/6pkd-zfe4/application/zip,6pkd-zfe4,https://data.cityofchicago.org/api/views/6pkd-zfe4,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Sidewalks [Illinois--Chicago],Sidewalks,"Sidewalks in Chicago. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as ESRI ArcGIS or QGIS, are required. To download this file, right-click the ""Download"" link above and choose ""Save link as."" Once unzipped, the .dbf file may be opened in any spreadsheet program, such as Microsoft Excel, and identifies the address associated with each sidewalk polygon where possible. Note this is a draft file and may be updated periodically.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-12-01,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/77cn-6x4c,https://data.cityofchicago.org/download/77cn-6x4c/application/zip,77cn-6x4c,https://data.cityofchicago.org/api/views/77cn-6x4c,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Open Spaces - Habitats [Illinois--Chicago],Open Spaces - Habitats,"To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-07-08,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/7ah2-brjg,https://data.cityofchicago.org/download/7ah2-brjg/application/zip,7ah2-brjg,https://data.cityofchicago.org/api/views/7ah2-brjg,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Zoning Districts (current) [Illinois--Chicago],Boundaries - Zoning Districts (current),"Zoning district boundaries by type and classification.Chicago is divided into zoning districts that regulate land use activities across the city. Data is based on the Chicago Zoning Ordinance and Land Use Ordinance (https://codelibrary.amlegal.com/codes/chicago/latest/chicagozoning_il/0-0-0-48006). Zoning Types are defined in this ordinance. For additional information about business uses, review the License/Zoning Reference (LZR) Guide (http://bit.ly/vvGzne), which is based on the Municipal Code and is intended to assist business owners in determining the proper zoning district and primary business license for specific business types. Related Applications: Zoning Map (https://gisapps.cityofchicago.org/zoning/)",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2016-01-04,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/7cve-jgbp,https://data.cityofchicago.org/api/geospatial/7cve-jgbp?method=export&format=Original,7cve-jgbp,https://data.cityofchicago.org/api/views/7cve-jgbp,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Open Spaces - Riverwalk [Illinois--Chicago],Open Spaces - Riverwalk,"In 2009, CDOT opened the first sections of the river-level walkway from Michigan Avenue to State Street. The walkway winds under the Michigan and Wabash bridges, providing an uninterrupted route along the river from State Street to the lakefront. The walkway was built out 17-20 feet into the river to create a new shoreline. Future plans call for extending the Riverwalk to Franklin. CDOT built the basic infrastructure for the Riverwalk as part of the Wacker Drive reconstruction of 2001-02. From spring to fall, the Riverwalk is home to several restaurants and retail spaces. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the ""Download"" link above and choose ""Save link as.""",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-07-08,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/7nh7-nkau,https://data.cityofchicago.org/download/7nh7-nkau/application/zip,7nh7-nkau,https://data.cityofchicago.org/api/views/7nh7-nkau,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Cook County - Private Schools [Illinois--Chicago],Cook County - Private Schools,"Private schools located in Cook County. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-22,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/7rj8-26fg,https://data.cityofchicago.org/download/7rj8-26fg/application/zip,7rj8-26fg,https://data.cityofchicago.org/api/views/7rj8-26fg,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Street Sweeping -  - Map [Illinois--Chicago] {2012},Street Sweeping - 2012 - Map,"Street sweeping schedule by Ward sections. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required. To download, right-click the ""Download"" link above and choose ""Save link as."" Data Owner: Streets & Sanitation. Time Period: August 2011-November 2011. Last Updated: August 2011.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-08-11,2012,2012-2012,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/9rhq-32up,https://data.cityofchicago.org/download/9rhq-32up/application/zip,9rhq-32up,https://data.cityofchicago.org/api/views/9rhq-32up,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Neighborhoods [Illinois--Chicago],Boundaries - Neighborhoods,"Neighborhood boundaries in Chicago, as developed by the Office of Tourism. These boundaries are approximate and names are not official. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/9wp7-iasj,https://data.cityofchicago.org/download/9wp7-iasj/application/zip,9wp7-iasj,https://data.cityofchicago.org/api/views/9wp7-iasj,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Conservation Areas [Illinois--Chicago],Boundaries - Conservation Areas,"Conservation area boundaries in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/a9rt-upwk,https://data.cityofchicago.org/download/a9rt-upwk/application/zip,a9rt-upwk,https://data.cityofchicago.org/api/views/a9rt-upwk,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Police Beats (current) [Illinois--Chicago],Boundaries - Police Beats (current),"Current police beat boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2013-02-13,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/aerh-rz74,https://data.cityofchicago.org/api/geospatial/aerh-rz74?method=export&format=Original,aerh-rz74,https://data.cityofchicago.org/api/views/aerh-rz74,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Pedway Routes [Illinois--Chicago],Pedway Routes,"Pedway routes in Chicago. Chicago's downtown pedestrian way system, the Pedway, lies in the heart of the city. This system of underground tunnels and overhead bridges links more than 40 blocks in the Central Business District, covering roughly five miles.. To view or use these files outside of a web brower, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2013-01-12,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/aqxt-626s,https://data.cityofchicago.org/api/geospatial/aqxt-626s?method=export&format=Original,aqxt-626s,https://data.cityofchicago.org/api/views/aqxt-626s,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Street Sweeping -  - Map - KML [Illinois--Chicago] {2012},Street Sweeping - 2012 - Map - KML,"Street sweeping schedule by Ward sections. To view or use this file, special GIS software such as Google Earth is required. To download, right-click the ""Download"" link above and choose ""Save link as."" Data Owner: Streets & Sanitation.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-08-11,2012,2012-2012,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/awxm-xcsz,https://data.cityofchicago.org/download/awxm-xcsz/application/zip,awxm-xcsz,https://data.cityofchicago.org/api/views/awxm-xcsz,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Cook County - Highway Department - Construction Locations [Illinois--Chicago] {2011},Cook County - Highway Department - Construction Locations 2011,"Cook County Highway Department 2011 construction locations. To view or use these shapefiles, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-23,2011,2011-2011,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/b9nd-8mvs,https://data.cityofchicago.org/download/b9nd-8mvs/application/zip,b9nd-8mvs,https://data.cityofchicago.org/api/views/b9nd-8mvs,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Waterways [Illinois--Chicago],Waterways,"Waterways in Chicago. To view or use these files, compression software and special GIS software, such as ESRI ArcGIS, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-04-17,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/bat8-9fui,https://data.cityofchicago.org/download/bat8-9fui/application/zip,bat8-9fui,https://data.cityofchicago.org/api/views/bat8-9fui,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Neighborhoods [Illinois--Chicago],Boundaries - Neighborhoods,"Neighborhood boundaries in Chicago, as developed by the Office of Tourism. These boundaries are approximate and names are not official. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-12-18,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/bbvz-uum9,https://data.cityofchicago.org/api/geospatial/bbvz-uum9?method=export&format=Original,bbvz-uum9,https://data.cityofchicago.org/api/views/bbvz-uum9,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Neighborhoods - KML [Illinois--Chicago],Boundaries - Neighborhoods - KML,"KML file of neighborhood boundaries in Chicago, as developed by the Office of Tourism. These boundaries are approximate and names are not official. To view or use these files, special GIS software, such as Google Earth, is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2011-06-24,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/buma-fjbv,https://data.cityofchicago.org/download/buma-fjbv/application/zip,buma-fjbv,https://data.cityofchicago.org/api/views/buma-fjbv,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
National Register of Historic Places - KML [Illinois--Chicago],National Register of Historic Places - KML,"This dataset includes buildings and districts in Chicago which are listed on the National Register of Historic Places (NRHP) or designated as National Historic Landmarks (NHL). The NRHP is the official list of the Nation's historic places worthy of preservation; NHLs are nationally significant historic places designated by the Secretary of the Interior because they possess exceptional value or quality in illustrating or interpreting the heritage of the United States. The NRHP and NHL programs are federally-established and are administered by the National Park Service (www.nps/gov/nr) and the Illinois Historic Preservation Agency (IHPA, www.illinoishistory.gov/). This dataset is provided by the City of Chicago based on NRHP and NHL nominations provided by IHPA. To view or use this KMZ file, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required. To download this file, right-click the ""Download"" link above and choose ""Save link as."" Time Period: Data is current as of June 2012. Update Frequency: Data is updated as needed.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2012-03-09,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/c4vt-4uy5,https://data.cityofchicago.org/download/c4vt-4uy5/application/zip,c4vt-4uy5,https://data.cityofchicago.org/api/views/c4vt-4uy5,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
Boundaries - Community Areas (current) [Illinois--Chicago],Boundaries - Community Areas (current),"Current community area boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",eng,data.cityofchicago.org,Illinois--Chicago,Datasets,Vector data,2013-01-07,Continually updated resource,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023",Shapefile,https://data.cityofchicago.org/d/cauq-8yn6,https://data.cityofchicago.org/api/geospatial/cauq-8yn6?method=export&format=Original,cauq-8yn6,https://data.cityofchicago.org/api/views/cauq-8yn6,City of Chicago Data Portal,12c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,12c-01,,Socrata,2024-05-28,Public
