Title,Alternative Title,Description,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
Clason's guide map of New Mexico,Clason's guide map of New Mexico,,eng,,Clason Map Co (Chicago),,,1920 - 1929,,1920 - 1929,New Mexico,,https://umedia.lib.umn.edu/item/p16022coll230:4191,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4191,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4191/manifest.json,UMN_ALMA:9940901190001701,p16022coll230:4191,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Fort Bayard,Fort Bayard,,eng,,"U.S. Geological Survey (Washington, D.C)",,,1910,,1910-1910,New Mexico,,https://umedia.lib.umn.edu/item/p16022coll230:4197,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4197,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4197/manifest.json,UMN_ALMA:9976470653401701,p16022coll230:4197,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of the Territory of New Mexico, 1846-7","Map of the Territory of New Mexico, 1846-7",,eng,,"War Dept (Washington, D.C)",,Discoveries in Geography|American,1850,,1850-1850,New Mexico,,https://umedia.lib.umn.edu/item/p16022coll230:4215,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4215,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4215/manifest.json,UMN_ALMA:9974056908101701,p16022coll230:4215,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of New Mexico,State of New Mexico,,eng,,"Dept. of the Interior, General Land Office (Washington, D.C)",,Land Tenure,1927,,1927-1927,New Mexico,,https://umedia.lib.umn.edu/item/p16022coll230:4187,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4187,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4187/manifest.json,UMN_ALMA:9965815230001701,p16022coll230:4187,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of New Mexico,Territory of New Mexico,,eng,,"Land Office (Washington, D.C)",,Coal|Land Grants|Forest Reserves|Public Lands,1906,,1906-1906,New Mexico,,https://umedia.lib.umn.edu/item/p16022coll230:4200,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4200,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4200/manifest.json,UMN_ALMA:9978369082101701,p16022coll230:4200,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"The Rand McNally map of the borough of Manhattan, the principal portions of the boroughs of Bronx, Brooklyn and Queens, and the business district of Jersey City","The Rand McNally map of the borough of Manhattan, the principal portions of the boroughs of Bronx, Brooklyn and Queens, and the business district of Jersey City",,eng,,"Rand McNally & Co (New York,  N.Y)",,,1917,,1917-1917,"New York, New York|New York",,https://umedia.lib.umn.edu/item/p16022coll205:1114,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/1114,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/1114/manifest.json,UMN_ALMA:9923707840001701,p16022coll205:1114,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Comparative size of lakes and islands,Comparative size of lakes and islands,,eng,,G.W. & C.B. Colton (New York),,Comparative Maps|Lakes|Islands,1855,,1855-1855,"New York, New York|New York",,https://umedia.lib.umn.edu/item/p16022coll230:4057,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4057,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4057/manifest.json,UMN_ALMA:9977801691401701,p16022coll230:4057,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Carte des colonies de l'A.O.F Niger-Dahomey 1/500 000e,Carte des colonies de l'A.O.F Niger-Dahomey 1/500 000e,,fre,,Blondel la Rougery (Paris),,,1926,,1926-1926,Niger,,https://umedia.lib.umn.edu/item/p16022coll230:4207,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4207,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4207/manifest.json,UMN_ALMA:9978276395001701,p16022coll230:4207,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
An accurate map of North America. : Describing and distinguishing the British and Spanish dominions on this great continent ; according to the definitive treaty concluded at paris 10th Feb. 1763 also all the West India Islands belonging to and possessed by the several european princes and states. The whole laid down according to the latest and most authentick improvements,An accurate map of North America. : Describing and distinguishing the British and Spanish dominions on this great continent ; according to the definitive treaty concluded at paris 10th Feb. 1763 also all the West India Islands belonging to and possessed by the several european princes and states. The whole laid down according to the latest and most authentick improvements,,eng,,Printed for Robert Sayer ... as the Act directs (London),,,1772,,1772-1772,North America,,https://umedia.lib.umn.edu/item/p16022coll230:4099,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4099,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4099/manifest.json,UMN_ALMA:9978376500801701,p16022coll230:4099,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Physical and regional map of North America,Physical and regional map of North America,,eng,,"Harcourt, Brace and Company (New York), 1925",,,1925,,1925-1925,North America,,https://umedia.lib.umn.edu/item/p16022coll230:4116,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4116,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4116/manifest.json,UMN_ALMA:9960612840001701,p16022coll230:4116,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"The Mitchell map of the British and French dominions in North America, 1755","The Mitchell map of the British and French dominions in North America, 1755",,eng,,"U.S. Geological Survey (Washington, D.C)",,British|Maps,1923,,1923-1923,North America,,https://umedia.lib.umn.edu/item/p16022coll230:4119,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4119,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4119/manifest.json,UMN_ALMA:9940092320001701,p16022coll230:4119,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
The British possessions in North America from the latest authorities,The British possessions in North America from the latest authorities,,eng,,M. Carey (Philadelphia),,,1814,,1814-1814,North America,,https://umedia.lib.umn.edu/item/p16022coll230:4060,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4060,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4060/manifest.json,UMN_ALMA:9974799196901701,p16022coll230:4060,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Proposed Great Smoky Mountains national park, North Carolina-Tennessee","Proposed Great Smoky Mountains national park, North Carolina-Tennessee",,eng,,"U.S. Geological Survey (Washington, D.C)",,,1926,,1926-1926,"North Carolina, Tennessee|Tennessee",,https://umedia.lib.umn.edu/item/p16022coll230:4089,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4089,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4089/manifest.json,UMN_ALMA:9960618710001701,p16022coll230:4089,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of Orange County, N.C","Map of Orange County, N.C",,eng,,"George W. Tate (Orange County, N.C.?), 1991",,Factories|Mines and Mineral Resources|Schools|Church Buildings|Households,1891,,1891-1891,North Carolina|North Carolina,,https://umedia.lib.umn.edu/item/p16022coll230:4117,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4117,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4117/manifest.json,UMN_ALMA:9917337710001701,p16022coll230:4117,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of the state of North Dakota,Map of the state of North Dakota,,eng,,"A.B. Graham Co., Photo-Lithographers (Washington, D.C)",,Land Use|Counties|Cities and Towns|Indian Reservations|Coal,1906,,1906-1906,North Dakota,,https://umedia.lib.umn.edu/item/p16022coll230:4279,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4279,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4279/manifest.json,UMN_ALMA:9978376630401701,p16022coll230:4279,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Rand McNally standard map of North Dakota  North Dakota automobile road map,Rand McNally standard map of North Dakota  North Dakota automobile road map,,eng,,"Rand McNally & Co (Chicago), 1921",,Railroads|Roads,1921,,1921-1921,North Dakota,,https://umedia.lib.umn.edu/item/p16022coll230:4147,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4147,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4147/manifest.json,UMN_ALMA:9974061808401701,p16022coll230:4147,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of Dakota, drawn from official plats of public surveys, and published in the interests of immigration","Map of Dakota, drawn from official plats of public surveys, and published in the interests of immigration",,eng,,"Rand, McNally & Co.? (Chicago), 1982",,Real Property|Real Property|Railroads|Railroads,1882,,1882-1882,North Dakota|South Dakota,,https://umedia.lib.umn.edu/item/p16022coll230:4224,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4224,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4224/manifest.json,UMN_ALMA:9953750680001701,p16022coll230:4224,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of the Northwest Territories,Map of the Northwest Territories,,eng,,"Department of the Interior, Natural Resources Intelligence Service (Ottawa)",,,1929,,1929-1929,Northwest Territories,,https://umedia.lib.umn.edu/item/p16022coll230:4012,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4012,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4012/manifest.json,UMN_ALMA:9978463428601701,p16022coll230:4012,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Nova Scotia, Cape Breton sheet : Inverness, Victoria, Cape Breton and Richmond and portions of Antigonish and Guysborough Counties","Nova Scotia, Cape Breton sheet : Inverness, Victoria, Cape Breton and Richmond and portions of Antigonish and Guysborough Counties",,eng,,"Dept. of the Interior (Ottawa,  Ont.?)",,,1929,,1929-1929,Nova Scotia,,https://umedia.lib.umn.edu/item/p16022coll230:4108,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4108,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4108/manifest.json,UMN_ALMA:9952986080001701,p16022coll230:4108,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Muskingum County, Ohio","Muskingum County, Ohio",,eng,,U.S. Geological Survey (Washington),,,1912,,1912-1912,Ohio,,https://umedia.lib.umn.edu/item/p16022coll230:4062,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4062,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4062/manifest.json,UMN_ALMA:9916340940001701,p16022coll230:4062,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Geologic map of Oklahoma,Geologic map of Oklahoma,,eng,,"U.S. Geological Survey (Washington, D.C)",,Geology,1926,,1926-1926,Oklahoma,,https://umedia.lib.umn.edu/item/p16022coll230:4056,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4056,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4056/manifest.json,UMN_ALMA:9924825250001701,p16022coll230:4056,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Ontario, French River sheet : portions of Sudbury, Nipissing, Muskoka, Parry Sound and Manitoulin districts, and of Bruce county","Ontario, French River sheet : portions of Sudbury, Nipissing, Muskoka, Parry Sound and Manitoulin districts, and of Bruce county",,eng,,"Department of the Interior (Ottawa, Ont)",,,1927,,1927-1927,Ontario,,https://umedia.lib.umn.edu/item/p16022coll230:4094,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4094,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4094/manifest.json,UMN_ALMA:9976760601601701,p16022coll230:4094,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Ontario, Gowganda sheet : portions of Timiskaming, Nipissing and Sudbury Districts","Ontario, Gowganda sheet : portions of Timiskaming, Nipissing and Sudbury Districts",,eng,,"Department of the Interior (Ottawa, Ont)",,,1929,,1929-1929,Ontario,,https://umedia.lib.umn.edu/item/p16022coll230:4110,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4110,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4110/manifest.json,UMN_ALMA:9976760404301701,p16022coll230:4110,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Ontario, Parry Sound sheet : portions of Nipissing, Parry Sound and Muskoka districts and  Haliburton county","Ontario, Parry Sound sheet : portions of Nipissing, Parry Sound and Muskoka districts and  Haliburton county",,eng,,"Department of the Interior (Ottawa, Ont)",,,1929,,1929-1929,Ontario,,https://umedia.lib.umn.edu/item/p16022coll230:4118,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4118,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4118/manifest.json,UMN_ALMA:9976760402001701,p16022coll230:4118,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Ontario, Windsor sheet : Essex, Kent and Lambton and portions of Elgin, Middlesex and Huron counties","Ontario, Windsor sheet : Essex, Kent and Lambton and portions of Elgin, Middlesex and Huron counties",,eng,,"Department of the Interior (Ottawa, Ont)",,,1928,,1928-1928,Ontario,,https://umedia.lib.umn.edu/item/p16022coll230:4083,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4083,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4083/manifest.json,UMN_ALMA:9976760601801701,p16022coll230:4083,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Province of Ontario, District of Rainy River (Rainy Lake sheet)","Province of Ontario, District of Rainy River (Rainy Lake sheet)",,eng,,G. E. Desbarats & Son (Montreal),,Geology|Rainy River (Ont. : Dirstrict),1887,,1887-1887,Ontario,,https://umedia.lib.umn.edu/item/p16022coll230:4067,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4067,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4067/manifest.json,UMN_ALMA:9949903850001701,p16022coll230:4067,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of central Canada showing transportation and commercial development,Map of central Canada showing transportation and commercial development,,eng,,Dept. of the Interior (Ottawa),,Industrial Districts|Industrial Districts,1927,,1927-1927,Ontario|Quebec,,https://umedia.lib.umn.edu/item/p16022coll230:4102,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4102,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4102/manifest.json,UMN_ALMA:9947019890001701,p16022coll230:4102,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Ontario & Quebec: Ottawa sheet : portions of Carleton, Renfrew, Lanark, Dundas, Grenville and Frontenac Counties, Ontario, and of Pontiac, Hull, Labelle and Papineau Counties, Quebec","Ontario & Quebec: Ottawa sheet : portions of Carleton, Renfrew, Lanark, Dundas, Grenville and Frontenac Counties, Ontario, and of Pontiac, Hull, Labelle and Papineau Counties, Quebec",,eng,,Natural Resources Intelligence Service (Ottawa),,,1929,,1929-1929,Ontario|Quebec,,https://umedia.lib.umn.edu/item/p16022coll230:4088,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4088,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4088/manifest.json,UMN_ALMA:9976760294601701,p16022coll230:4088,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Foster and Gunnell's mining map of Southern Oregon : showing rincipal quartz and placer mines, wagon roads, saw mills, post offices, etc., as compiled from United States Geological Survey, official and private surveys, and from data obtained from the official records of Josephine and Jackson Counties, Oregon","Foster and Gunnell's mining map of Southern Oregon : showing rincipal quartz and placer mines, wagon roads, saw mills, post offices, etc., as compiled from United States Geological Survey, official and private surveys, and from data obtained from the official records of Josephine and Jackson Counties, Oregon",,eng,,"Southern Oregon Title Guaranty & Abstract Co (Grants Pass, Or)",,Mines and Mineral Resources|Mines and Mineral Resources,1904,,1904-1904,Oregon,,https://umedia.lib.umn.edu/item/p16022coll230:4240,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4240,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4240/manifest.json,UMN_ALMA:9940031950001701,p16022coll230:4240,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of Oregon,State of Oregon,,eng,,"Andrew B. Graham Co (Washington, D.C)",,Land Use|Coal|Public Lands,1906,,1906-1906,Oregon,,https://umedia.lib.umn.edu/item/p16022coll230:4239,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4239,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4239/manifest.json,UMN_ALMA:9978376329701701,p16022coll230:4239,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Paraqvaria vulgo Paragvay cum adjacentibus,Paraqvaria vulgo Paragvay cum adjacentibus,,lat,,John Ogilby (London),,,1671,,1671-1671,Paraguay,,https://umedia.lib.umn.edu/item/p16022coll230:4175,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4175,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4175/manifest.json,UMN_ALMA:9975522874501701,p16022coll230:4175,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Plan de Paris, Métropolitain et Nord-Sud","Plan de Paris, Métropolitain et Nord-Sud",,fre,,Dufrénoy (Firm),,Subways|Bus Travel,1929,,1929-1929,"Paris, France|France",,https://umedia.lib.umn.edu/item/p16022coll205:932,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/932,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/932/manifest.json,UMN_ALMA:9923517730001701,p16022coll205:932,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Plan de Paris, Métropolitain et Nord-Sud","Plan de Paris, Métropolitain et Nord-Sud",,fre,,L. Guilmin (Paris),,Subways,1924,,1924-1924,"Paris, France|France",,https://umedia.lib.umn.edu/item/p16022coll205:1110,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/1110,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/1110/manifest.json,UMN_ALMA:9915171180001701,p16022coll205:1110,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Oil and gas pools of southwestern Pennsylvania,Oil and gas pools of southwestern Pennsylvania,,eng,,The Survey (Pennsylvania),,Petroleum|Natural Gas,1916,,1916-1916,Pennsylvania,,https://umedia.lib.umn.edu/item/p16022coll230:4064,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4064,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4064/manifest.json,UMN_ALMA:9940420590001701,p16022coll230:4064,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
