Title,Alternative Title,Description,Language,Display Note,Creator,Title Source,Resource Class,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Format,Information,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Rights,Accrual Method,Date Accessioned,Access Rights
Industrial Parks [Pennsylvania--York County],Industrial Parks,Industrial Parks of York County as Identified by the York County Economic Alliance,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,EconomicAlliance|Facility|FeatureService|IndustrialAndBusinessParksWebApp|IndustrialParks|OpenData|YCPC,2023-06-21,Last modified 2024-08-23,,Pennsylvania--York County|Pennsylvania,"-76.97,39.82,-76.59,40.17",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::industrial-parks,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/ECONDEV_Industrial_Parks/FeatureServer/0,,79cf97dd9cd949488a884633d8483676_0,https://hub.arcgis.com/datasets/79cf97dd9cd949488a884633d8483676,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Business Parks [Pennsylvania--York County],Business Parks,Business Parks of York County as Identified by the York County Economic Alliance,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,BusinessParks|EconomicAlliance|Facility|FeatureService|IndustrialAndBusinessParksWebApp|OpenData|YCPC,2023-06-21,Last modified 2024-08-23,,Pennsylvania--York County|Pennsylvania,"-76.86,39.73,-76.53,40.17",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::business-parks,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/ECONDEV_Business_Parks/FeatureServer/0,,87dcb0a50d6347ff81d7376c606ddfc8_0,https://hub.arcgis.com/datasets/87dcb0a50d6347ff81d7376c606ddfc8,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Ag Lands Viewer [Pennsylvania--York County],Ag Lands Viewer,Ag Lands Viewer is an interactive web mapping application containing Agricultural Security Areas (ASA) as well as lands protected by a public or private perpetual conservation easement.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,ASA|AgriculturalSecurityAreas|Attached_To_Webapp_Id:416158653Ac946Bcbb5A098Cdca04638|ConservationEasements|FarmEasements|FarmPreservation|GeneralApplications|HeritageConservancy|LandTrust|Needs_Migrated|OpenData|Preservation|WebMapApplication|YCPC,2017-03-27,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/apps/YorkCountyPA::ag-lands-viewer,,,,416158653ac946bcbb5a098cdca04638,https://hub.arcgis.com/datasets/416158653ac946bcbb5a098cdca04638,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
York County Voting Locations [Pennsylvania--York County],York County Voting Locations,"York County Voting Locations is an interactive web mapping application where a user can locate their voting district and polling place. Just by clicking on a property will give you the municipality, voting district, and polling place. Clicking on the polling place address link will take the user to google maps to get directions to the polling place.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,Attached_To_Webapp_Id:Ca4A78879860454F83Ffa2Edcd7A2Df4|Districts|Elections|Needs_Migrated|Pennsylvania|PollingPlaces|Precincts|Voting|VotingDistricts|Wards|WebMapApplication|YCPC,2015-10-13,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,"-77.35,39.59,-75.99,40.26",ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/apps/YorkCountyPA::york-county-voting-locations,,,,ca4a78879860454f83ffa2edcd7a2df4,https://hub.arcgis.com/datasets/ca4a78879860454f83ffa2edcd7a2df4,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
York County Subdivisions [Pennsylvania--York County],York County Subdivisions,This application contains information on Subdivision and Land Development Plans reviewed by the York County Planning Commission. These may not have final approval from the municipality and must contact them for plan status information.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,Attached_To_Webapp_Id:1247213C09E644Fbaf5Ee480A7A441A4|Developments|GeneralApplications|Needs_Migrated|Pennsylvania|Plans|Subdivisions|WebMapApplication|YCPC,2016-10-31,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/apps/YorkCountyPA::york-county-subdivisions-1,,,,1247213c09e644fbaf5ee480a7a441a4,https://hub.arcgis.com/datasets/1247213c09e644fbaf5ee480a7a441a4,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Educational Applications [Pennsylvania--York County],Educational Applications,Applications that provide some educational information in a fun way.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,HubPage|YCPC,2022-05-25,Last modified 2024-09-17,,Pennsylvania--York County|Pennsylvania,,,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/pages/YorkCountyPA::educational-applications,,,,af11820b3af042e9ac24e2acebbc21b1,https://hub.arcgis.com/datasets/af11820b3af042e9ac24e2acebbc21b1,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
General Applications [Pennsylvania--York County],General Applications,These applications are for general use. To get general information.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,HubPage|YCPC,2022-05-25,Last modified 2024-09-17,,Pennsylvania--York County|Pennsylvania,,,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/pages/YorkCountyPA::general-applications,,,,aa6b382fd32f486f97a9bff1ea18f2a0,https://hub.arcgis.com/datasets/aa6b382fd32f486f97a9bff1ea18f2a0,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
All Apps [Pennsylvania--York County],All Apps,A listing of all public interactive apps.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,HubPage|YCPC,2022-06-13,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/pages/YorkCountyPA::all-apps,,,,c698ae66356e46e59dc46dd2559dbac6,https://hub.arcgis.com/datasets/c698ae66356e46e59dc46dd2559dbac6,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Land Joins [Pennsylvania--York County],Land Joins,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Boundary|FeatureService|OpenData|YCPC,2020-06-18,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.12,39.72,-76.25,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::land-joins,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Land_Joins/FeatureServer/0,,f5e545d1808e41bc9a350118bf6f86a9_0,https://hub.arcgis.com/datasets/f5e545d1808e41bc9a350118bf6f86a9,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Address Points [Pennsylvania--York County],Address Points,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Facility|FeatureService|OpenData|YCPC,2023-02-16,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.24,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::address-points,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/AddressPts/FeatureServer/0,,265146c5b73d4637b2ac02c70282e198_0,https://hub.arcgis.com/datasets/265146c5b73d4637b2ac02c70282e198,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Bicycle Parking [Pennsylvania--York County],Bicycle Parking,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Transportation|YCPC,2023-11-17,Last modified 2024-08-23,,Pennsylvania--York County|Pennsylvania,"-76.74,39.96,-76.72,40.02",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::bicycle-parking,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/TRANSP_Bicycle_Parking/FeatureServer/0,,1430fd8aa7c8400ca3829de01a60a3cd_0,https://hub.arcgis.com/datasets/1430fd8aa7c8400ca3829de01a60a3cd,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Future Landuse [Pennsylvania--York County],Future Landuse,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Planning|YCPC,2024-04-09,Last modified 2024-08-23,,Pennsylvania--York County|Pennsylvania,"-77.02,39.72,-76.29,40.17",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::future-landuse,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/LANDUSE_Future_Landuse/FeatureServer/0,,75294df808a641f385e8335cee3016ae_0,https://hub.arcgis.com/datasets/75294df808a641f385e8335cee3016ae,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Unique Features [Pennsylvania--York County],Unique Features,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Environment|FeatureService|Geology|OpenData|YCPC,2024-01-02,Last modified 2024-08-23,,Pennsylvania--York County|Pennsylvania,"-77.09,39.78,-76.3,40.18",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::unique-features,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/ENVIR_Unique_Features/FeatureServer/0,,aea0f2599e784853b474fde2b654176b_0,https://hub.arcgis.com/datasets/aea0f2599e784853b474fde2b654176b,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Stormwater BMP Tour [Pennsylvania--York County],Stormwater BMP Tour,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,Attached_To_Webapp_Id:D48F719Ae0A64A448F2Be72555E5288D|EducationalApplications|Migrated_Web_App|YCPC,2021-08-23,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/apps/YorkCountyPA::stormwater-bmp-tour,,,,d48f719ae0a64a448f2be72555e5288d,https://hub.arcgis.com/datasets/d48f719ae0a64a448f2be72555e5288d,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
York County PA GIS Portal [Pennsylvania--York County],York County PA GIS Portal,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,HubSite|YCPC,2022-03-30,Last modified 2024-09-17,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/content/YorkCountyPA::york-county-pa-gis-portal,,,,f2d3557c7ab14226aa67b502c7c88b29,https://hub.arcgis.com/datasets/f2d3557c7ab14226aa67b502c7c88b29,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
PennDot Type 10 Maps [Pennsylvania--York County],PennDot Type 10 Maps,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,StaticMap|YCPC,2023-08-29,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/documents/YorkCountyPA::penndot-type-10-maps,,,,28be85bfc6294d0f9e17060ebdd9cac1,https://hub.arcgis.com/datasets/28be85bfc6294d0f9e17060ebdd9cac1,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
PA-House-Districts-Map [Pennsylvania--York County],PA-House-Districts-Map,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,DocumentLink|StaticMap|YCPC,2023-08-29,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/documents/YorkCountyPA::pa-house-districts-map,,,,f5cc77cf086c41b29ca75221d00f9b47,https://hub.arcgis.com/datasets/f5cc77cf086c41b29ca75221d00f9b47,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Municipalities-Map-PDF [Pennsylvania--York County],Municipalities-Map-PDF,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,DocumentLink|StaticMap|YCPC,2023-08-29,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/documents/YorkCountyPA::municipalities-map-pdf,,,,852a3602f7c5487d85e286e6c63592e5,https://hub.arcgis.com/datasets/852a3602f7c5487d85e286e6c63592e5,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Polling-Locations-and-Voting-Districts-Map-PDF [Pennsylvania--York County],Polling-Locations-and-Voting-Districts-Map-PDF,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,DocumentLink|StaticMap|YCPC,2023-08-29,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/documents/YorkCountyPA::polling-locations-and-voting-districts-map-pdf,,,,aaf59e7736dd47559d9e041956cc101c,https://hub.arcgis.com/datasets/aaf59e7736dd47559d9e041956cc101c,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Magisterial-Districts-Map-PDF [Pennsylvania--York County],Magisterial-Districts-Map-PDF,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,DocumentLink|StaticMap|YCPC,2023-08-29,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/documents/YorkCountyPA::magisterial-districts-map-pdf,,,,fbe7d2461aa64bbe9afd18dfc9057aa0,https://hub.arcgis.com/datasets/fbe7d2461aa64bbe9afd18dfc9057aa0,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
PA-Senate-Districts-Map [Pennsylvania--York County],PA-Senate-Districts-Map,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,DocumentLink|StaticMap|YCPC,2023-08-29,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/documents/YorkCountyPA::pa-senate-districts-map,,,,57c5cd1a110e4588aa3332d5e4ee0073,https://hub.arcgis.com/datasets/57c5cd1a110e4588aa3332d5e4ee0073,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Highway-Map-PDF [Pennsylvania--York County],Highway-Map-PDF,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,DocumentLink|StaticMap|YCPC,2022-07-01,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/documents/YorkCountyPA::highway-map-pdf,,,,cda4814094b648859cf11a2e53e4cf75,https://hub.arcgis.com/datasets/cda4814094b648859cf11a2e53e4cf75,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
York County Recreation Viewer [Pennsylvania--York County],York County Recreation Viewer,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,Attached_To_Webapp_Id:A3E7724757C4411B9A735112Ca6F681F|GeneralApplications|Needs_Checked|Needs_Migrated|WebMapApplication|YCPC,2020-04-21,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/apps/YorkCountyPA::york-county-recreation-viewer,,,,a3e7724757c4411b9a735112ca6f681f,https://hub.arcgis.com/datasets/a3e7724757c4411b9a735112ca6f681f,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
York County Hazard Mitigation  [Pennsylvania--York County],York County Hazard Mitigation ,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,Arcade|Attached_To_Webapp_Id:C4D2D3A465C84A60A8E5773A3B76107E|ComprehensivePlan|Needs_Migrated|WebMapApplication|YCPC,2018-11-01,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/apps/YorkCountyPA::york-county-hazard-mitigation-,,,,c4d2d3a465c84a60a8e5773a3b76107e,https://hub.arcgis.com/datasets/c4d2d3a465c84a60a8e5773a3b76107e,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
FEMA Flood Map Viewer [Pennsylvania--York County],FEMA Flood Map Viewer,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,Attached_To_Webapp_Id:Fab3De7B2B5C488894Aded80F7451Fe4|FEMA|Flood|Needs_Migrated|WebMapApplication|YCPC,2016-05-03,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/apps/YorkCountyPA::fema-flood-map-viewer,,,,fab3de7b2b5c488894aded80f7451fe4,https://hub.arcgis.com/datasets/fab3de7b2b5c488894aded80f7451fe4,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
